Group_1,Group_2,Group_3,Group_4,Group_5,Group_6,Group_7,Group_8,Group_9,Group_10,Group_11,Group_12,Group_13,Group_14,Group_15,Group_16,Group_17,Group_18,Group_19,Group_20,Group_21,Group_22,Group_23,Group_24,Group_25
75357580008779.28,22886189837931.01,13024958571482.953,10067720452002.451,334412278884.53375,14151115437.671272,5662041883.454941,8482823774.330318,14608905387.293667,25589331276.325302,38581501156.80231,40962777690.89104,32294637787.422173,22169677190.050217,12329735596.054382,5340558555.388402,1718966027.9271145,415953856.6354101,75840930.27796648,8364518.654129329,581115.5056692561,27455.16060642996,921.6713851362069,21.99488514624332,0.35491556337765634
77928904961694.23,23671273707305.14,13413890950388.553,10329036488094.268,396429586516.9638,12358449866.852358,6452429966.912011,16839912586.936829,33570815838.35929,48885235702.89164,52889266006.90857,42240950946.06947,27804558027.259666,16633704999.866512,8413386855.686454,3555366193.675882,1272734827.7106447,418919078.2613723,106323464.3711808,18138590.63297716,2162679.3272839156,184166.18789479067,10705.939838441243,391.38209513386107,8.197922326696387
77773148489675.73,23623017457145.688,13395901949473.549,10294147713530.059,432504257424.29254,14799278237.607544,5792727067.270112,16229317632.512447,35200444200.46285,54863250153.56713,63884772325.1017,53248581634.6264,33661999377.425293,17736924263.192623,8023773324.215738,3167759495.6502805,1094463481.2869267,337913262.1077751,91009736.21870086,16990608.412650578,2294575.9747638423,233490.75142078413,17655.648384480657,950.5520635584016,34.82575645200426
78652027075542.39,23892846381321.832,13516381390050.158,10403857481195.346,230601466281.87592,3336163642.0335054,3232749160.640936,4559037590.346244,6275347019.908879,8510049108.535308,10254166194.74841,10169685019.019365,8891874110.311382,7226591686.542612,5284122570.421845,3958956127.9369884,2733253209.8828506,1193510455.3195314,313815007.8474892,46472544.02221421,3708431.5380242146,155341.27782372743,3285.756719050374,34.24218461400952,0.1757265359648118
77617664497689.25,23574662538832.004,13366190886565.766,10300651925135.49,374818786166.37335,9834250840.056952,3317744992.5416193,10277073364.817059,24280822573.850105,40615055609.40335,49520732426.41693,42134588913.427185,27491733546.373394,15951800716.853365,8252485845.2331505,3733535803.7480426,1450031965.9548814,516418244.5796446,137667392.6327887,24962383.348558627,3214136.777133274,303090.9270515993,20348.776667214785,912.9658319343372,25.314465560259823
75216256664559.06,22838988282638.625,12995858243278.412,10027415939160.256,246536181251.47556,3431016317.8152413,235923374.54506955,664683494.5205722,2626450843.0110292,8346178128.372838,20079700135.27763,28066270609.099247,23072658791.749607,14161163500.84424,8032688672.030572,4567340166.815401,2541172810.241647,1143777181.5163672,336322677.2702992,63381024.587255016,7921115.126060585,695900.7449100708,44074.16569844006,1957.192254395097,56.71588461880537
78791363744497.19,23938267867677.008,13540181678652.545,10415950028906.697,256540155264.102,7722539924.468182,1355858686.6974306,2614050017.7772555,6644296023.729391,13822714028.001793,21368711987.34277,24013019058.448433,20773628896.079227,15135170890.999058,8951100986.192364,4317313609.357678,1666133869.8797886,521387329.05028087,97807413.15640369,11069857.479786742,808397.2036900979,41391.86370630395,1528.3627591863112,39.48235579809682,0.6654400909526631
78314030183009.33,23782256740906.445,13462205158360.129,10358417904516.346,170865599598.85178,2917970501.4578567,158719580.65038404,226767657.12441048,763832617.0742502,2566111932.001318,7091928949.118588,12789222695.840992,15464374130.597122,13941086120.985405,9822224376.209494,6113658313.011188,2341292825.4587183,590918352.9278657,87019003.27458048,7263657.141375967,377573.551602952,13847.278900440855,389.5472042482081,8.74704450316552,0.15698459164942055
78725200567022.31,23916122804961.74,13527010257678.174,10407368762595.404,208468910650.42566,2246844175.0657635,54656313.98313202,58745472.39176957,289980315.7001704,1210617755.015946,3556883483.5695305,6227192816.633916,7015776783.429333,6080807839.599088,4894232019.92856,4594802810.569269,2942990807.6752353,1194394986.5489874,305829341.6736883,49320956.552908316,5139942.3654023195,349941.6577354929,14756.08937460412,353.64795544681476,4.448765915297088
78206837568313.17,23756132088054.848,13449836424785.965,10353540391820.398,253532706927.85474,5879929641.40616,661002376.893462,1484118429.1922557,5268683598.271143,13439004643.974201,23594692580.39113,27965550827.595562,24096895246.743675,16614295913.17149,9311404029.64371,4311877097.766328,1648596956.9530933,508161776.9073784,101603416.87846701,12694710.714594133,1066563.8884896708,65701.7123880127,3072.8271304919585,107.69514863605092,2.7037050387812482
