param,w1,w1_mean,ci_low,ci_high
P1,-0.7970983946119918,-0.7963894498579422,-0.8278476257431611,-0.7581317896383553
P2,-0.5103227398250557,-0.5102352075975752,-0.5605260711913161,-0.4634781363845849
P3,0.00018263055971481565,0.00017017121200428543,-0.0002470949523284742,0.0005846150031476807
P4,-0.008761012383270383,-0.00875170996496185,-0.009331407349613208,-0.008182287445448142
P5,0.004602356070165222,0.004591218217689892,0.003545492583734723,0.005704239260066283
P6,0.04547450712432072,0.04546990254502595,0.04284402271630672,0.048090449899295284
P7,-0.2338926976673564,-0.23389279831947518,-0.24689540636898957,-0.2204355656149033
P8,-0.21132675503042467,-0.2113068944628559,-0.22299504956843036,-0.19907395799842553
P9,-0.03786705315948389,-0.03805243791544858,-0.05608975995428436,-0.021136926597949322
P10,0.035217101302508026,0.035385659624104795,0.01761997069152597,0.054202053075161814
