eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,9.01235075063399,9.022405115640067,8.737113218541593,9.311990655979583
2,3.33829544709946,3.3339714375815164,3.0085477804631364,3.6382285615870207
3,0.505260478678711,0.5041059699178307,0.44825430999390453,0.5709523865309255
4,0.11612706483788225,0.1154811891202603,0.10532035433213488,0.12693444175215038
5,0.0012965416112019393,0.0013208364108352035,0.001110183526940115,0.001600312985119573
6,0.0008329817847742265,0.0008443081144639146,0.0006925897616425781,0.0010291679733500756
7,0.0006577784425360571,0.0006492334391835655,0.0005579522536998877,0.0007351501999613497
8,0.0004909745897720843,0.0004645216145759196,0.0003063718974621666,0.0005785825463426953
9,0.00017868026020398107,0.0001773987363061022,0.00015254721047650358,0.0002049873064369886
10,0.00014250027483493353,0.00013796324534370876,0.00011813081852201453,0.00015879212692376357
