param,w1,w1_mean,ci_low,ci_high
P1,-0.6140488291711433,-0.6138348058646087,-0.6729003969439401,-0.5476318671388904
P2,-0.7182300138127172,-0.7170737998509263,-0.7668009299561268,-0.6659919087466977
P3,8.483741279021153e-05,7.71309140604881e-05,-0.0003870082541917161,0.0005600180645181184
P4,-0.009925102407054947,-0.009904100866603158,-0.010570081450595509,-0.00925922982328729
P5,0.0060756023478559405,0.00605198817358827,0.004907639553751123,0.007279439068411211
P6,0.04506144059406,0.04503606365258287,0.042454742071926684,0.04759255832175376
P7,-0.23147171900201674,-0.23135848115932678,-0.2445095721524428,-0.21791077041725535
P8,-0.2079823706720107,-0.2078557617287329,-0.21988383357632935,-0.19539383661725493
P9,-0.06426468842741224,-0.06420047687562572,-0.08679453978996404,-0.04141225781473113
P10,0.06291222486833326,0.06282394344504529,0.039337228540002434,0.08625013157954184
