param,sensitivity,boot_mean,ci_low,ci_high
P1,0.6739707810556749,0.6737851435750388,0.652204965421817,0.6950115336261243
P2,0.040129350467750256,0.0400459434030753,0.03238514970625765,0.048378751115719903
P3,2.2894934290847678e-05,2.3251983210688645e-05,1.4863953843039907e-05,3.44693059711841e-05
P4,0.00010666692719372377,0.0001069671286231431,8.48984226453991e-05,0.00013365051767327458
P5,0.0001744373221947104,0.0001751580109876213,0.00013926023660042276,0.00021433637660829804
P6,0.005339733483676128,0.005344966917945751,0.004929047127696303,0.005775466621190917
P7,0.14914093714443777,0.14929605005789975,0.13766390529575098,0.16081332698066655
P8,0.12393422365448066,0.12406376510917816,0.11443330116741622,0.1338118150712671
P9,0.003597218231098296,0.0035850902244854766,0.002914155500140779,0.004291063499627455
P10,0.0035837567792026486,0.003573663589555404,0.0029197289845746908,0.004263689673591357
