param,w1,w1_mean,ci_low,ci_high
P1,-0.903812905475613,-0.9035375837102835,-0.9137561610627549,-0.8913628774288525
P2,-0.2022737700501574,-0.2023665467704652,-0.22566996027570788,-0.18192021752272994
P3,2.0744555958037338e-05,9.583515366546107e-06,-0.000335755560935593,0.0003307355815430578
P4,-0.007448451526131917,-0.0074511756538752005,-0.007937053001392516,-0.0069868977678776275
P5,0.004105851730047942,0.004098514620609468,0.003212407688739729,0.005006859059149454
P6,0.05261276698795436,0.05263385637611559,0.04979406038159742,0.05550060556662397
P7,-0.27494317837286236,-0.27510004682381334,-0.29011707157764177,-0.26051246347907825
P8,-0.25020985560870457,-0.2503432892338027,-0.2640558984088359,-0.2367830325396422
P9,-0.02528115100592889,-0.02537546722570218,-0.032637709134955104,-0.018909437546020487
P10,0.023005498097402967,0.023080558507344636,0.016100838920869536,0.030734908393552612
