param,sensitivity,boot_mean,ci_low,ci_high
P1,0.6878980604716408,0.6878088056171473,0.6642079177173935,0.7093999493783694
P2,0.07932119042531628,0.07920475500068778,0.06660057057121511,0.09296798269100573
P3,1.9746476146212733e-05,2.0041545353456682e-05,1.3344863504726688e-05,2.8991931014774004e-05
P4,9.163884401099334e-05,9.191589987517826e-05,7.36314072076734e-05,0.00011347466274795495
P5,0.0001482605002176827,0.0001488592660834709,0.00011655670580913492,0.00018334716141050735
P6,0.004282593708847193,0.004286870932063626,0.003926992479651048,0.0046680782056316
P7,0.11770226329818671,0.11782905167418586,0.10781707598731434,0.1274280991676025
P8,0.09770287681497028,0.09780839587645034,0.08952636488106043,0.10586882895370685
P9,0.006339654708493139,0.006322773326753319,0.005294097148520474,0.007389172136094409
P10,0.006493714752170398,0.0064785308613996275,0.005479306875781576,0.007554152650544237
