param,sensitivity,boot_mean,ci_low,ci_high
P1,0.40272088507308845,0.4030416193713981,0.3727478915066569,0.4324659961206349
P2,0.44388300320623575,0.44352245876624175,0.41535707823739343,0.4738111464930697
P3,3.227061332330829e-05,3.2561353148332594e-05,2.723830276384665e-05,3.9110541500192854e-05
P4,0.0001172975566730526,0.00011741685520451292,0.00010420459435551781,0.00013256023621128053
P5,0.00015222943030517957,0.00015224352335056822,0.0001300950644303971,0.00017827532742870954
P6,0.0019733024441065386,0.001975278074282095,0.0017692350184179142,0.0021884978773687677
P7,0.052611580815292276,0.05266230261256453,0.047103689971435686,0.05814010584489032
P8,0.04295730113353912,0.04299460717429939,0.038378094318337205,0.04750603899736074
P9,0.026660978695035906,0.02663538130732377,0.024804455601761113,0.028530505747768314
P10,0.028891151032401124,0.028866130962187556,0.026881888175778093,0.030966100361051768
