param,w1,w1_mean,ci_low,ci_high
P1,-0.8917069029349507,-0.8914409081734535,-0.9022338018193579,-0.8794595173393903
P2,-0.13082854807879943,-0.13084911960995343,-0.14676771265892233,-0.11672183850547212
P3,-0.00018659642302902167,-0.0001954333326501779,-0.0005516418398028239,0.00012725609571666204
P4,-0.007600060681505491,-0.007603544192992905,-0.008117425897090453,-0.007105481089274106
P5,0.005309315805490917,0.005301460555072765,0.004365461747968955,0.006265670776527505
P6,0.06002434325139274,0.060052682373908935,0.056950767917398316,0.06312590513206354
P7,-0.31624291165159224,-0.31644265308608216,-0.33290611408227033,-0.3002786487110397
P8,-0.2879996472864586,-0.2881745696248162,-0.30316556725798105,-0.27313963089207866
P9,-0.024240528023783917,-0.024292709654353713,-0.029089301452729616,-0.019988325075584137
P10,0.022645191591308844,0.02267898601640333,0.01790909348739791,0.027723017746680536
