eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,11.049660013684292,11.055325887943546,10.72599004029384,11.387207985781394
2,2.036650063430779,2.035675730289907,1.7687808912552925,2.3092057277849145
3,0.7748410219218143,0.7721822049795416,0.6904115772737762,0.8651605352278263
4,0.02625180307184894,0.026080093443864274,0.02326997912498358,0.028972130427603427
5,0.001110105827443045,0.0011664247617999067,0.0008590682277635448,0.0016659317359946813
6,0.0007353925007325424,0.0007178899790282302,0.0005408806321259694,0.0009099878121187737
7,0.000503259392651838,0.0004920345946769278,0.00039043299629440924,0.0006073291215894579
8,0.00039875420658757536,0.00038177097988840433,0.0002902303498607751,0.00046296741601317747
9,0.00013319804294509988,0.00013419872813914425,0.00011116835901301177,0.00016022599567039024
10,0.00012069113479571378,0.00011158036954480979,8.886581618751944e-05,0.00013532971521906592
