param,sensitivity,boot_mean,ci_low,ci_high
P1,0.5166150174049543,0.5168189644828884,0.486444868044441,0.5462400308447996
P2,0.3327363549250699,0.33249353846288277,0.304965024472673,0.3609741508808003
P3,2.539866378616503e-05,2.564580096969845e-05,2.096652396486009e-05,3.1649848460332416e-05
P4,9.725217978450495e-05,9.740369556148191e-05,8.514237262634449e-05,0.00011153599056500746
P5,0.00013442817743616488,0.00013455173507049498,0.00011092250056081913,0.0001611164744406547
P6,0.0021560508612544697,0.0021578172992835084,0.001930924366102611,0.0023892125113758904
P7,0.05696611118728983,0.05701502624542192,0.05100770836183944,0.06314446908410666
P8,0.04679557265191892,0.04683290299027383,0.041847963193843284,0.051844456229609266
P9,0.02141664417580171,0.021391405505724673,0.019667686730692833,0.02321069780858341
P10,0.023057169772704496,0.023032743781922976,0.02119969709364247,0.024876506927405093
