param,w1,w1_mean,ci_low,ci_high
P1,-0.8373092541822128,-0.8369501536608284,-0.8530855852099503,-0.8202713880980144
P2,-0.04774171653744555,-0.04768478571912286,-0.055742033429472884,-0.04009199215808076
P3,-0.000618330749531859,-0.0006221251304288004,-0.001031384214680805,-0.00022772561542644062
P4,-0.008284819365856021,-0.00828740222763151,-0.008877938403859946,-0.007709774739031491
P5,0.008316665163652542,0.008307272109224632,0.0072789435267605574,0.009391956923608936
P6,0.074625153379688,0.07466075695921907,0.0711476955721749,0.07817590607113074
P7,-0.39839488500035636,-0.3986377879632358,-0.4166461920747754,-0.3796412114209712
P8,-0.3630503570795188,-0.3632665717533372,-0.3802007187137722,-0.34592839052443564
P9,-0.014505812686815708,-0.014512987877447486,-0.01711882858656378,-0.012075288167565004
P10,0.01386995277351313,0.013863170941455033,0.011483020458362104,0.016427689919124674
