param,w1,w1_mean,ci_low,ci_high
P1,0.9591477397915603,0.9589223817905882,0.9524861814939323,0.9643418792817074
P2,-0.061838654874349495,-0.061955395056971396,-0.07238626526581492,-0.052542494393598455
P3,0.00555063611594038,0.005591634854892371,0.003520679679597999,0.008027853300219235
P4,0.014599209252623325,0.014639993164284253,0.012353954283255393,0.01736203633153428
P5,0.004229552955657279,0.004307205206025027,0.001667732608723044,0.007645557903560726
P6,-0.03756628864192806,-0.03760317715197411,-0.04174861547112022,-0.03362825768672901
P7,0.19835206286980345,0.1987125156366166,0.18515013001569347,0.21417496365562738
P8,0.1871236486821858,0.18743371920312846,0.17425660765249543,0.2017894192953895
P9,0.013406115821680591,0.013390394261784578,0.00974610611433913,0.017460975801375647
P10,-8.775637046344007e-05,-3.09840519410159e-05,-0.0037324976074849634,0.0037714163323179866
