param,sensitivity,boot_mean,ci_low,ci_high
P1,0.6328794955350596,0.6325606410284941,0.6076030554988311,0.6569354688326028
P2,0.006973166398652232,0.0069558635974773285,0.0051250457722025,0.008907917982759028
P3,3.386796592307949e-05,3.445160858768858e-05,2.0948959169535196e-05,5.2651691949600483e-05
P4,0.00014411825871283438,0.00014453975749502225,0.00011132551235559072,0.00018626163466295154
P5,0.00022097464933335277,0.00022199421252115333,0.00017847424940474425,0.00027212210500561246
P6,0.006743023309081081,0.006749387588550198,0.006282358125807274,0.007240672887111949
P7,0.19138678498893558,0.19156896737896062,0.17833294821981263,0.20481295413110212
P8,0.15942391668462952,0.15957577356949856,0.14841373025868726,0.17074468830590753
P9,0.0011551166345055651,0.0011509773915373575,0.0008949094392959756,0.0014289897098512547
P10,0.0010395355751670456,0.001037403866877984,0.0008231856517398213,0.0012739564459801585
