param,sensitivity,boot_mean,ci_low,ci_high
P1,0.7424846175286196,0.7420333420045409,0.7204942556555458,0.7628803958420199
P2,0.004566994358967665,0.0045926495434652995,0.0037785172839852983,0.005489286115857604
P3,6.388065169520684e-05,6.514136388946998e-05,3.62952748181762e-05,0.00010159967930816003
P4,0.00019232484308528486,0.0001934929717564215,0.00012697579592122146,0.0002755447007852766
P5,0.00021894020837759498,0.00022105230104831536,0.00015321658275215528,0.0003079214683277685
P6,0.0049481929459315715,0.004957417478637605,0.004522239554134082,0.005412097870738717
P7,0.1334867767885811,0.13371188465281167,0.1226151305695209,0.14534165124520348
P8,0.11234800698706868,0.11253556510523101,0.10295151671360252,0.12245692026968781
P9,0.0009074757178550098,0.0009061073367391221,0.0007408379779611812,0.0010784327039067296
P10,0.0007827899698178806,0.0007833472418803592,0.0006532838788251092,0.0009159409439535356
