eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.07655797122295412,0.07659351938871828,0.06904641851363233,0.08462918814314563
2,0.007633328870449524,0.007783881686994632,0.0057586415202853505,0.010166426378521377
3,0.003626192909662885,0.0036610139338999073,0.002877552354171004,0.004564817291462111
4,0.0015885582407447008,0.0016790195924001451,0.0012260080349992765,0.0022911292617585847
5,0.0012199609379703387,0.0011592640277482862,0.0007160915181221696,0.001624583932040701
6,0.0006990923887572273,0.0006747578524456741,0.0004436398409546905,0.0009587500438469306
7,0.000421054630072552,0.0003917134796157455,0.00024067393533064335,0.0005936019714640166
8,0.00027374238377777453,0.00023535292855961955,0.00013459119070477824,0.0003506031770383563
9,0.00010854910256852925,0.00010115759714653718,5.3418112661410104e-05,0.00015372283680129714
10,7.820089645423294e-05,5.9924026043752134e-05,3.078292129205774e-05,9.541636368696797e-05
