param,sensitivity,boot_mean,ci_low,ci_high
P1,0.6531415750471177,0.6532050660459818,0.6388387122309787,0.6659389824931605
P2,0.18477032530055268,0.18460926867318161,0.17420914273580748,0.19568645203772417
P3,0.00013617657145306256,0.0001363625720184269,0.00010905614377694774,0.00016717771870043336
P4,0.00021710829210792472,0.00021680945494043948,0.00017307271057821538,0.0002698385741992111
P5,0.0002206810260097554,0.00022104617188217334,0.00016230069512333133,0.0003045845811296356
P6,0.003835322253197941,0.0038381833480829004,0.0036587367093567254,0.004017548514156257
P7,0.06941521958926054,0.06945621283102238,0.06697842698530218,0.07199176217613341
P8,0.07641345769309343,0.07646588904772024,0.07381965751572825,0.07916829506558502
P9,0.004465141381264398,0.004464578315257969,0.004016549219135525,0.004950796749006861
P10,0.007384992845942279,0.007386583539912387,0.0065745894247587755,0.008234088061198538
