eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.011712591594618625,0.011930046406380176,0.008477969328970434,0.016346145792908686
2,0.004297734890167107,0.004671073593704733,0.003703894739547723,0.006434902407391763
3,0.0031378015462589204,0.0032340032970680343,0.0020589905627839845,0.004691311639125934
4,0.001884163454713926,0.002055061673914135,0.001361589524682966,0.0029158441389992794
5,0.001563367484079999,0.001457471180753612,0.0008425157245849727,0.0021579513642861993
6,0.0009996147319900012,0.0010099182202620372,0.0005521263248716063,0.0015005044999227466
7,0.000855117070010046,0.0007487881112772302,0.0003910743916097907,0.0011507389094017626
8,0.0007602692807294713,0.000530633383361633,0.0002297504797160254,0.0008811592638048901
9,0.0005221986638230323,0.00032256525020203284,0.0001369496728679811,0.0005972868407187913
10,0.00017796694949888842,0.00013985647897102552,5.77085064043932e-05,0.00023246207186421885
