eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,2.2812339619061817,2.2816059871003382,2.257757948925647,2.305547973238884
2,0.029297030373636266,0.029318744808989276,0.026436875276567746,0.03245218864679938
3,0.016086916489276227,0.01604602896425832,0.014376946747468035,0.01756229195644476
4,0.001018122971028366,0.0011884838636042343,0.0008163359050939994,0.0020059802722034387
5,0.000856362305461619,0.0008250231694470848,0.0005950174410259637,0.001175626262500146
6,0.0006661468618989746,0.000573369288305583,0.000308048661444516,0.0008144376416267444
7,0.00030830498786122936,0.00030018574646487826,0.00016650652199423966,0.0004934670437561646
8,0.00021051277275772976,0.00018291928294651328,0.00010113304892935789,0.0002881398490731591
9,0.00014280410938271286,0.00011438496779550814,6.25069197619923e-05,0.00017264127924244147
10,6.186283569031976e-05,5.529560981138266e-05,3.5229055288387114e-05,7.683392264014559e-05
