param,sensitivity,boot_mean,ci_low,ci_high
P1,0.7451942943200829,0.7451878620998719,0.7345040090160472,0.7545027585025712
P2,0.09571638233153898,0.09562728725503143,0.08930997806574621,0.10244179311798625
P3,0.00012041256006632055,0.00012053016829054805,9.385942857688729e-05,0.00015094587102396786
P4,0.00021209177756370946,0.00021177289331763118,0.0001670472903667068,0.00026493468629743206
P5,0.00019358832359859078,0.0001939411200938672,0.00013917886968975302,0.0002723439683206804
P6,0.003666869776734859,0.0036694298541070755,0.003497822234057337,0.0038429110404546436
P7,0.06990443623031849,0.06994428504328785,0.06749074388454235,0.07260237236370135
P8,0.0772898605591535,0.07734209488957626,0.07470668393227453,0.08005858285455289
P9,0.002802370553871406,0.0028016472484840237,0.002480974188659766,0.0031670049407474233
P10,0.004899693567071141,0.004901149427940012,0.004329287269870866,0.0055166561317554754
