eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,1.87803153120035,1.8784427623565914,1.854240561821865,1.9036830963271287
2,0.11303356343804594,0.11300931090771557,0.10257940683510526,0.12328308687722893
3,0.020715821016975017,0.02067521088915268,0.019526857805414275,0.021822550242011254
4,0.004073840485655534,0.0040607266779945144,0.0038478634867154153,0.004261031097148169
5,0.0006705109159362419,0.0008024875694081302,0.0005210177764572378,0.0013446480492624216
6,0.0006571131189557613,0.0005514997497645752,0.00033473146124301297,0.0007935387201465784
7,0.0002763835857626177,0.0002598524992148077,0.00016316417402171464,0.00037966654807253936
8,0.00015054785340447887,0.00014562625632315627,0.00011573814314679509,0.00017518588979114957
9,0.00011004990021285123,9.862465823956828e-05,6.966036502653387e-05,0.00014533372985913717
10,8.126499225910732e-05,7.039193405536494e-05,4.419831584294036e-05,8.823886865924518e-05
