param,sensitivity,boot_mean,ci_low,ci_high
P1,0.8469525709369434,0.8468477806501616,0.841236608046278,0.852041665566664
P2,0.004174792950706116,0.004174408394672336,0.003562167735559473,0.004877289764320067
P3,0.00028955143096128763,0.00029168047640420374,0.00018837245905156447,0.00041333540251118185
P4,0.0004317732315909522,0.00043238807534304156,0.00030537544861011453,0.0005998733828958493
P5,0.0003410959141922774,0.00034294894817222843,0.00015939712578521827,0.0005736544325482903
P6,0.0034253044186926466,0.0034261033839458246,0.003172497818337622,0.0037595234914371517
P7,0.0673032681956387,0.06733968409659873,0.06498755554956388,0.06999530396852985
P8,0.07500951570509469,0.07507033542068703,0.07255603310638156,0.07769438932482504
P9,0.0007760582281025862,0.0007741105708759647,0.0005060970978145871,0.0012305365851067735
P10,0.0012960689880771752,0.0013005599831390797,0.0010436399903808217,0.00158460812826277
