param,w1,w1_mean,ci_low,ci_high
P1,0.8295124892881176,0.8295127295713158,0.8205154440133126,0.8368165402490377
P2,0.402456317833812,0.40222140597326067,0.3896416066403092,0.4159467009361536
P3,0.0036394202730020905,0.0036444306654338757,0.0028870181918683865,0.004449961194492835
P4,0.007291535840410676,0.007263362587844114,0.00625432364894381,0.0082088363497355
P5,-0.008452306926811173,-0.00845596661129197,-0.009331749528777914,-0.007616269503658611
P6,-0.05960888347009929,-0.05964512704926982,-0.06126083168288359,-0.05799289123441504
P7,0.26354747582949717,0.26361846911400155,0.2588197073888299,0.2687385255405671
P8,0.27672096436136007,0.2768179309798377,0.2718313383919425,0.28196444182327973
P9,0.00892684792272972,0.008894637816201124,0.004305884807506317,0.013792663128900057
P10,-0.011636891676526356,-0.011579018320549578,-0.01803655797614454,-0.005758258832861168
