eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.2530264410290085,0.2531652398813563,0.2473741962520132,0.25924260453328735
2,0.0058249694924513975,0.005942387771768985,0.005234320720842371,0.0070929786722019605
3,0.002491811012292919,0.0027832567350580474,0.001642550990702084,0.004322405209420232
4,0.0015791908783632659,0.001694025622553693,0.0009926976584612949,0.002460586804368106
5,0.0011739705631256731,0.00109215779522094,0.0006019854498367524,0.0017864362360754547
6,0.0007331049705928682,0.0007178524016814327,0.0003968164414009208,0.0011027483181708338
7,0.0005831815458888436,0.0005224403383212631,0.00026930824115217083,0.0008294271123231168
8,0.0005477791282678168,0.00037254041487084355,0.0001712076565266543,0.0006031208294143929
9,0.0003468707367084789,0.00023295979062394923,9.51460527711053e-05,0.0004246116242412623
10,0.00013140212304265194,0.00010287685465046854,4.1722097716615816e-05,0.0001648245997389631
