param,sensitivity,boot_mean,ci_low,ci_high
P1,0.7963416227693758,0.7961371688814018,0.7823505999957103,0.8073065315711133
P2,0.006599785661898297,0.0066427868494666805,0.00501670841284464,0.00906396045572371
P3,0.0023173406626607117,0.0023414114912676262,0.0013111861266667912,0.0035655232361433554
P4,0.003024139968738917,0.0030377929226768517,0.0019248660259137613,0.004289899010848913
P5,0.0026196385978921183,0.0026348055145039542,0.0010884091735740779,0.004550157598964784
P6,0.007161902236650309,0.007155256629943453,0.005077757068210261,0.010177590187163589
P7,0.0820904484718389,0.08210679358423947,0.07835284217228508,0.08627391980436526
P8,0.09174508078230739,0.09182076389695239,0.08779351848452645,0.09617922114507998
P9,0.003903762658628996,0.0038876958718835532,0.0018191775667840322,0.006896684988999488
P10,0.004196278190009231,0.004235524357664373,0.002379265126078837,0.006290693904750876
