param,sensitivity,boot_mean,ci_low,ci_high
P1,0.8270638709946501,0.8269067449045229,0.8185645781464305,0.8342881165578958
P2,0.003944243456098615,0.003965397786931736,0.003142583012375606,0.00514020691904529
P3,0.001076246129756391,0.0010874747328296103,0.0006269033461153133,0.001628963852670946
P4,0.0014372077462285865,0.0014433519612927523,0.0009272400474714328,0.002049364535273909
P5,0.0012170508459410968,0.0012250532370081317,0.0005068506934658135,0.0021288414557822516
P6,0.004860450494098971,0.0048591330965828145,0.0039174755147349475,0.006253227644043464
P7,0.07395853490692536,0.07398573030362243,0.0710197377011817,0.07725637018573366
P8,0.08249147562537519,0.08256302257943507,0.07934504546856787,0.0858860414949078
P9,0.001853867067382975,0.0018477464351409388,0.0008648978286209482,0.0033337282561603037
P10,0.002097052733542132,0.0021163449626335705,0.0012623996256294074,0.0030739541825738517
