param,w1,w1_mean,ci_low,ci_high
P1,-0.9662040807106242,-0.9611232970452864,-0.980612620085606,-0.9373350935491909
P2,-0.06063954370580834,-0.056134698861941904,-0.1477816637946403,0.05876220848302153
P3,-0.011110448363512021,-0.008438464125603246,-0.06577987642432372,0.04967765755478603
P4,-0.02974823278079478,-0.02807219071483733,-0.06977706343826397,0.025026771625632136
P5,-0.018353650562402454,-0.01962014825240679,-0.07412962956490857,0.02258719170375775
P6,0.016079636888559404,0.020394836748225734,-0.0587814964792309,0.13585109587924366
P7,-0.17841502369731144,-0.17206967054374814,-0.21612262450255293,-0.1064128378833055
P8,-0.1621456321323459,-0.15272608825113823,-0.2347519320769404,-0.020635782270793126
P9,0.030086078911095472,0.034175346028868285,-0.04494410471228772,0.15401821225420034
P10,-0.04626457267370471,-0.043898469792943484,-0.12350657403221749,0.04636197666474415
