param,sensitivity,boot_mean,ci_low,ci_high
P1,0.33786089873655367,0.33815018281255116,0.3194516824174465,0.35493771081659486
P2,0.5185278594652644,0.5181424192836455,0.5014751993742776,0.5355411722827657
P3,0.00020415613641242583,0.00020458660161461295,0.00017458205965633516,0.0002407730250435522
P4,0.00022028033128935657,0.00022010278501653917,0.00017991263323305273,0.00026879785592527194
P5,0.0002734607895642151,0.00027387199805050386,0.00020946654108112807,0.0003660911821093852
P6,0.0035480584773178135,0.0035512082933491004,0.0033709713327194028,0.00372677765928982
P7,0.05505828583437991,0.05509909006210149,0.052883513919386116,0.057371972412912184
P8,0.05978288563735614,0.059830941153097006,0.05753454051452996,0.062058468031338715
P9,0.00978402986556332,0.009785048843928756,0.009021486659602252,0.01057297177511571
P10,0.014740084726298846,0.014742548166644892,0.0134867645070406,0.01605291211510699
