param,sensitivity,boot_mean,ci_low,ci_high
P1,0.6932996986169161,0.6931141592957404,0.6580820049895174,0.7212781573207039
P2,0.017058618884930994,0.01715167435794793,0.01203772588542404,0.024260877398139005
P3,0.007600937536491984,0.007658547161325082,0.004342358366203313,0.01162585110766223
P4,0.009770900887981033,0.009793058761363735,0.006316894350957122,0.013673954874760825
P5,0.008610010631665832,0.008621976221859605,0.00370819507857234,0.014484337992860604
P6,0.01672925249120668,0.016654026126990733,0.009965404751787562,0.025975276353306705
P7,0.10328182081181664,0.10330047129808949,0.09658595672380108,0.11094936739461173
P8,0.11664124009675779,0.11673076115051499,0.10876213732325418,0.1244867603972336
P9,0.012884844927372118,0.012777856675596841,0.006518040614817501,0.021773980473539407
P10,0.01412267511486111,0.014197468950572075,0.008231396753367804,0.02065387287142818
