param,sensitivity,boot_mean,ci_low,ci_high
P1,0.8381599833415043,0.8380265770681462,0.8312712390033201,0.8441196801203602
P2,0.003118925563998793,0.0031293170012390453,0.002540584276284314,0.0038987071000398067
P3,0.0006287969118743185,0.0006349196557188022,0.0003778094971786108,0.0009315308265350228
P4,0.0008664892035157684,0.0008694636893980126,0.0005746227961948435,0.0012338022670846615
P5,0.0007176325678450205,0.0007222634933789159,0.0003044920240274525,0.0012403914016028805
P6,0.004046801605715873,0.004046690015658113,0.0034942040232629067,0.004843647316495132
P7,0.07085017848548875,0.07088346935349461,0.06820380342955237,0.07378548039374588
P8,0.07890455189732012,0.07897319547850606,0.07612706864747122,0.08193400909687218
P9,0.0011829257128982966,0.0011792848716284205,0.0005999623294870833,0.002096146848215917
P10,0.00152371470983822,0.0015348193728317457,0.0010385468123076758,0.0020975439649029135
