param,sensitivity,boot_mean,ci_low,ci_high
P1,0.8493773946195464,0.8492838928938312,0.843967875825782,0.8542772825460574
P2,0.006106001908901682,0.006099867127171216,0.005285871504234755,0.00698597113497383
P3,0.0001699421453390518,0.00017067086074406426,0.00011872919338153147,0.00022973749751184537
P4,0.00027946285199479895,0.0002793700456841699,0.00020771939401413987,0.0003711854726175229
P5,0.00021029545098306607,0.00021114121899501733,0.00011467948170447391,0.00034017370992666724
P6,0.003208390313043265,0.003209795872028033,0.00304084626098864,0.003402233611747082
P7,0.06551446199687296,0.0655533359013321,0.0632980071830546,0.06806252940755737
P8,0.07304158725686821,0.07309869976738033,0.07067956849949505,0.07555945104247146
P9,0.000715810072393878,0.0007145060449511449,0.0005398837786225334,0.0009878190665455083
P10,0.0013766533840568363,0.0013787202678820834,0.001167560370545815,0.001620273521531487
