eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,2.0775248512741196,2.0778574528158935,2.057152166038544,2.0989470478609795
2,0.024172744926241885,0.024194994601816303,0.022026040912645276,0.02647424071691718
3,0.011852522907751722,0.011827091277316267,0.01046070026029502,0.013164181493874544
4,0.0010676796504739672,0.0012669042145893926,0.0008293516969187243,0.002233172220484607
5,0.0009031745852892044,0.0008171465300116205,0.0004606410878204809,0.0011825099542288092
6,0.0005758300520840666,0.0005258773190805799,0.00035037016463157044,0.0007750783523960097
7,0.0003381059724365386,0.0003284665741278614,0.00017333443099447373,0.0005134302696121423
8,0.00023933696170464817,0.00020694877417507223,0.00010999894015201144,0.0003276019794876815
9,0.00016760411232838974,0.00012902050305099537,6.594618375260597e-05,0.00020317922085183048
10,6.703321932298014e-05,5.810101503482436e-05,3.131930158122884e-05,8.700174261040916e-05
