eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.8877118056932214,0.8877799994918875,0.871504431512625,0.9050640953162861
2,0.1103954292495376,0.11038612613703687,0.10214786571551439,0.11867933965753608
3,0.009701795422816222,0.00969523057759938,0.009102488995545315,0.010320814005708808
4,0.005650807548067198,0.005624390096282847,0.005306692463949569,0.00594398765417361
5,0.0004863411664849291,0.0005009982342159227,0.0003309253746477959,0.000817796929370906
6,0.0002670068464379719,0.0002695725873517665,0.00019333310792715876,0.000363140023524025
7,0.00017233570335541552,0.00016181309812370552,0.00010440203571524395,0.00022563701236560398
8,0.00010299329740253507,9.914908728755698e-05,8.251212740540384e-05,0.00011821767338932462
9,6.408561441614035e-05,6.520825610702227e-05,5.084758370646468e-05,8.566948645934843e-05
10,5.7262958023248516e-05,4.646618982695207e-05,2.523539522376978e-05,6.640117987376579e-05
