param,sensitivity,boot_mean,ci_low,ci_high
P1,0.43196557108062406,0.43282916636384605,0.34029164053559524,0.5255179207968167
P2,0.07519501354486843,0.0753202400268768,0.05679402542042205,0.09741018728069005
P3,0.03098313582505197,0.031118518978128097,0.01830354556344313,0.04715309233257433
P4,0.03948835288530136,0.03950729848761508,0.027383553273300384,0.05346070360585231
P5,0.03518542234923122,0.03490904213866409,0.01717659834085889,0.05401491385103288
P6,0.0562795430189549,0.05546944909665571,0.030073089279436388,0.08606577429160878
P7,0.09579931691204682,0.09629488918384019,0.08009331202512254,0.11598154337318209
P8,0.11896607225197554,0.11935692329740374,0.0998074756588695,0.14060898031118224
P9,0.05358965653508933,0.05269092987318335,0.03230746588968148,0.08057540662586836
P10,0.06254791559685638,0.06250354255378728,0.04142943845993852,0.08423598606101755
