param,w1,w1_mean,ci_low,ci_high
P1,0.6183751966724709,0.6185254815203213,0.6107099783204192,0.6261713957162671
P2,-0.7561924249722684,-0.7559688924734298,-0.763138770109918,-0.7485294706874412
P3,-0.16082360179702515,-0.16081236707141275,-0.16992644354903505,-0.152085482432311
P4,0.0015253827793621714,0.001512778053190985,0.0009728525100424379,0.0020529904247412194
P5,0.0005471311031099125,0.0005569995541806487,-1.8444809132039898e-05,0.0011754492464806786
P6,-0.0007804938670316658,-0.000767417171245424,-0.0015227452637742902,5.411572436139227e-07
P7,-0.0011638386820382995,-0.0011127117500645217,-0.0032506854124938326,0.0009592698241339954
P8,0.00471506701509694,0.004748059500417056,0.0028032244342719543,0.006658092105366912
P9,0.10520518302223004,0.10537506720145985,0.09633232904755076,0.11467084332777226
P10,-0.09394652432078168,-0.0940993506742164,-0.10245811942570478,-0.08618304133889944
