param,w1,w1_mean,ci_low,ci_high
P1,-0.26561813591986116,-0.26566128806035594,-0.28139992254152313,-0.24889471978187527
P2,0.9294666491993063,0.9293345583605239,0.9250635339860906,0.9337229630373891
P3,0.2012924886233057,0.20123303707404905,0.1899103941285541,0.2119294827667029
P4,0.0030066311662454107,0.003020253558942858,0.0022784083704388953,0.003782326033975813
P5,-0.0015968288435879465,-0.0016173342755738125,-0.002369196852616539,-0.000818908444752389
P6,-0.007185670921025305,-0.007224243524127757,-0.00842891054815299,-0.006021119539565836
P7,0.1113261321391643,0.11140323524593163,0.10470120348939276,0.11848407969994823
P8,0.09454241617386719,0.09460883484579447,0.08848987361123602,0.10082314666120878
P9,-0.04398738370818822,-0.04407020149443823,-0.05687948732604325,-0.03219101663792785
P10,0.041112021137939,0.04119873059516727,0.0306885470690981,0.052959311059806724
