param,sensitivity,boot_mean,ci_low,ci_high
P1,0.35287384107842457,0.3529844418928117,0.34191978349101904,0.36367825969778705
P2,0.32763934485120666,0.3274909827633126,0.31283823239583475,0.3423447411520223
P3,0.05003619247104359,0.04997730412276981,0.045051178796466924,0.05564661038660721
P4,0.0006343303756454379,0.0006371242163977113,0.0004100847875573468,0.0009751110060916109
P5,0.0008660475644887206,0.0008731334992176573,0.0006211809188986108,0.001202515529150954
P6,0.003278042516087723,0.0032947607151051737,0.00283547052919782,0.0038296457219496724
P7,0.10079417471272069,0.10086712466014594,0.09468317920467477,0.10762344337151564
P8,0.08913536851552471,0.0892675398917576,0.08359308515439354,0.09523725409167437
P9,0.04233310643833426,0.0422656871924657,0.03527367065917534,0.0493080521965168
P10,0.032409551476522934,0.03234190104601577,0.027130049730586626,0.037748653131523084
