param,sensitivity,boot_mean,ci_low,ci_high
P1,0.17112339747278782,0.1715204269454264,0.1547922525496985,0.18950255371955377
P2,0.5925946929164377,0.5923008242468688,0.5683004115109401,0.6162547442148937
P3,0.007747699748846325,0.0077560011693491885,0.006651776245304598,0.008948042329685942
P4,0.00014184992273679365,0.00014240661551128244,0.00010926448943148326,0.00018237086179345187
P5,0.000270389989333842,0.00027317236419737177,0.00020825037393420927,0.00035126495600384624
P6,0.0010862331092805206,0.0010888350527281702,0.000983823231857378,0.0012061395595566596
P7,0.057501287526380375,0.0575543959265717,0.05369965536966806,0.0616526235769504
P8,0.04779624313911823,0.04783707889273818,0.04471083039765396,0.051033809845715185
P9,0.06721235721914157,0.06709947172960401,0.060206944713738574,0.07434554948122925
P10,0.05452584895593699,0.05442738705700539,0.048809318291971805,0.06019523222481372
