eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,5.190046013889325,5.187816520294509,4.9396254001764515,5.426308891631063
2,0.5035869531593671,0.50250068458644,0.4406252568141113,0.5713108800144718
3,0.09986849885276308,0.1011212043031036,0.0911843117387087,0.11173438826251306
4,0.08849785336547782,0.0869026098119318,0.07841475500222776,0.09521353455680617
5,0.005019172040004625,0.0049925974282349,0.004259950294110659,0.005862992691271751
6,0.0009266297564701911,0.0009441101410380011,0.0008035616828690793,0.0011154964170670984
7,0.0006658275883315386,0.0006832674961897646,0.0005136871750069046,0.0008641496552430651
8,0.0005224953900719831,0.0005009967842588139,0.0003420573065265676,0.0006871724598933663
9,0.00033615315281054526,0.00032049232511790256,0.00024038410584194923,0.00042894043197694813
10,0.00019939197238004025,0.00018224917810983447,0.00011475767364729567,0.00023693436869684061
