eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.8531378273939499,0.8536573733812256,0.7935641953424549,0.9143806848267984
2,0.0745998634494887,0.07505145977533956,0.06586724513394551,0.08374773240304803
3,0.04209694059377413,0.041860546476220235,0.03679505446396894,0.0471156712384732
4,0.022308529821808067,0.022292540277137476,0.020209667807853188,0.024771016160678866
5,0.01825061032534545,0.018007910492381225,0.016192757320721406,0.01962240501290977
6,0.0011619452392267566,0.0012244110149451331,0.0007523727374663163,0.0018399764375652014
7,0.0006407994366866113,0.0006370579120707803,0.0004032130112642048,0.0009577658020693367
8,0.0003850868913669883,0.0003599375872325617,0.00021549327531798524,0.0005364978825156356
9,0.00022340670287478436,0.00020826497402293286,0.00013335533453562973,0.00030634901137878564
10,0.00013047574892771527,0.0001207412854462904,8.602071071095201e-05,0.0001509856754097454
