eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,2.8519294031551925,2.8498821531222043,2.7025606940927616,2.991362865334957
2,0.18536779295005415,0.18552779391526336,0.16427781998157287,0.20896707974119752
3,0.11025663156378203,0.11011400094514719,0.09946277049989288,0.12037551977843973
4,0.05968830629890871,0.05922830191968376,0.05387074924267988,0.06507822071004402
5,0.007598532958128633,0.007551540907750484,0.006566946836492707,0.008638259546899351
6,0.0006536586133392264,0.0006982003840257227,0.0005355736660191654,0.0009605694099206416
7,0.0005058282995375693,0.0005302765463003409,0.0004078081006156395,0.0006770165219710305
8,0.0004683904209543423,0.00041148255886949226,0.00028183349525548495,0.0005611857564097807
9,0.0002495280281099538,0.00023953174682758938,0.00017227322838555032,0.00033581352162356917
10,0.00014631525754711295,0.00013379339410632396,8.328569943192965e-05,0.00017165184223888352
