param,sensitivity,boot_mean,ci_low,ci_high
P1,0.1180199442966043,0.11831660828843092,0.11144930093302362,0.12575737918984886
P2,0.7377894490281712,0.7374428346212919,0.724928824746263,0.7502638730981971
P3,0.05520967425939126,0.05516493169540092,0.0506083229883063,0.05989766958282231
P4,0.00016777552891234608,0.00016870586019914334,0.00011588085963440933,0.00024337114482638682
P5,0.00015987983299860613,0.0001601141735334637,0.0001176026530156576,0.00021965251480449702
P6,0.00040924165548246623,0.000410830244952153,0.0003212446088574273,0.000517367794366243
P7,0.016814056621950697,0.01682017012767822,0.01518458972431039,0.018639962547044874
P8,0.013048600709282498,0.013057373020400066,0.011827522390830203,0.014373408550241334
P9,0.03283831984016484,0.032895613629355905,0.029039051389985603,0.037020111586491954
P10,0.025543058227041632,0.02556281833875736,0.022763303629939384,0.028730429865053413
