param,w1,w1_mean,ci_low,ci_high
P1,-0.6115043162712095,-0.6114470412573378,-0.6293890439774732,-0.5939908803819223
P2,-0.5640930640667768,-0.5642392001780887,-0.5938245137346674,-0.532955960553888
P3,-0.0546963363850617,-0.054570530737640864,-0.06104817114436396,-0.04849476046061403
P4,-0.003578566822506042,-0.00357537852177798,-0.004245828495071334,-0.0028864587451426305
P5,0.011827566673564622,0.0118597629021774,0.01097338541934815,0.01278458835525394
P6,0.02962179090531654,0.02964564818220276,0.02809514558656102,0.03141089120875537
P7,-0.23189281230684222,-0.2319871847338545,-0.2405055286755365,-0.22390495781109843
P8,-0.20771453609750243,-0.20778701668855154,-0.21511730277256091,-0.2001986082701666
P9,0.33518600404537874,0.334478143758384,0.3061953233102191,0.3614065694458382
P10,-0.3075229858977106,-0.3068579056379991,-0.3311948761931088,-0.2809782315775824
