param,w1,w1_mean,ci_low,ci_high
P1,-0.24163320346598408,-0.24226816193032302,-0.2706688070566463,-0.21426903328089114
P2,0.9488665487949227,0.9484914399788235,0.9402069097755005,0.9559236276941645
P3,0.14626484627917988,0.146176602500421,0.13466983427091261,0.15851217289436087
P4,-0.005670237384685133,-0.005667311720091552,-0.006692500124722237,-0.0046532190822145296
P5,0.005292783009913818,0.0053214514492357975,0.0038037617331556097,0.006765396417889725
P6,0.01896596123610685,0.018983120698789317,0.017051286495102347,0.020919507579054815
P7,-0.06974148784325357,-0.06988928351545531,-0.07477642415095699,-0.06459852315760767
P8,-0.06479973537951841,-0.06491207636640975,-0.07063715308666602,-0.059572315228547654
P9,0.07645919731819309,0.07656667590701463,0.06304993325332163,0.0893317464189446
P10,-0.06740548781606241,-0.06748231820742545,-0.07858813831328072,-0.05608385385164114
