param,sensitivity,boot_mean,ci_low,ci_high
P1,0.25703798484136103,0.25767943087356976,0.2363318795877969,0.2814390078341938
P2,0.6447662444959034,0.6440911240687808,0.6179434817107597,0.6679073244327619
P3,0.029880788876823546,0.029839508482493015,0.02675458004046587,0.03331953904974392
P4,0.0002453415123341818,0.00024686462473176075,0.00017158689903294945,0.00034436454175851516
P5,0.00030656725096531287,0.00031003462017735,0.00022245709052261814,0.0004154882687804888
P6,0.0007219576783452137,0.0007263482417663302,0.0005945142780476384,0.0008703465719553687
P7,0.0075050774242449835,0.007542212689957444,0.006869715053029523,0.008246072755119922
P8,0.006700994796625742,0.006742995471567457,0.006057018491757833,0.007496696464734725
P9,0.029771627907556487,0.029766228404616502,0.027002202313335815,0.03249316696594648
P10,0.02306341521584128,0.023055252522339628,0.02094209889194307,0.025142452839512223
