eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,0.22731605547288986,0.22760897555051054,0.2181249401334957,0.2380859366762964
2,0.05908322730355248,0.05911641021283267,0.054219107289995065,0.06422387984872706
3,0.014665032100141542,0.014833278497897966,0.013674835521552662,0.015978369417159053
4,0.013189061064242063,0.012957053332306316,0.011650465449268583,0.014238599403814167
5,0.0016475935719713005,0.001652573303381374,0.0014541098910117642,0.001861697534606619
6,0.0006446320427573993,0.0006949956150167137,0.0004201614191641048,0.001037912749200586
7,0.00042738124414510496,0.00041178132871275223,0.00023455435286050703,0.0006781471313050185
8,0.0002487198349117226,0.00022520743447479992,0.0001395141161073692,0.00031799787371353765
9,0.0001387243837112889,0.00012447960802158345,7.576632611826627e-05,0.00018612671559667136
10,8.298038194189758e-05,7.648619585558744e-05,5.456449027475125e-05,9.245891793801947e-05
