param,w1,w1_mean,ci_low,ci_high
P1,-0.09590904809179417,-0.09639408590399297,-0.1368205230012414,-0.0613096422639964
P2,-0.93033562645141,-0.9298735190765779,-0.9382716294269899,-0.9191617348409248
P3,-0.1893792069980083,-0.18924644499687862,-0.20047078917522684,-0.17826890593996156
P4,-0.007050670415498175,-0.0070625942964714205,-0.008173490423436205,-0.006003983467420403
P5,0.004042623479008952,0.004072848350179141,0.0028674724790142426,0.005296264977582309
P6,0.01940253880416821,0.01947295044537781,0.017329095788705517,0.021655132821445718
P7,-0.2209328102355011,-0.2211651807941631,-0.234457010886731,-0.2091527733082517
P8,-0.19461883117605655,-0.19482679961852015,-0.20695423279925934,-0.18388426781785533
P9,-0.0371517879619562,-0.0370103736582267,-0.05394957823521029,-0.018648927017486293
P10,0.030033779325688927,0.029910135671503545,0.013670362414503682,0.04443157456156271
