param,sensitivity,boot_mean,ci_low,ci_high
P1,0.3063673116798339,0.3066409484720451,0.289437920933792,0.32353345128086136
P2,0.3236005756807505,0.32381017694839775,0.30408484519232715,0.3436764923296015
P3,0.007839276884823226,0.007833939444302085,0.006849093210807561,0.008859989028023946
P4,8.9029284945755e-05,8.910620264805476e-05,7.734823355919792e-05,0.00010255024979958934
P5,0.000234140487782713,0.00023591258072112672,0.00020258918755351328,0.000273876849584808
P6,0.0010132077564883786,0.0010146987509756942,0.0009301452518361446,0.0011068228825157906
P7,0.04791178646994153,0.04799497494163963,0.044715124745347445,0.05172812753029517
P8,0.038519386319581,0.038582797230223835,0.03592232936769588,0.041421506382459394
P9,0.15001928644552173,0.14968319260960505,0.13787710063754,0.16083683789148445
P10,0.12440599899033203,0.12411425281944158,0.11450483776272687,0.1334940321165028
