param,sensitivity,boot_mean,ci_low,ci_high
P1,0.24931631084133676,0.24969531511370285,0.24152057098092822,0.2582678843557467
P2,0.5322756317907581,0.5318882335035995,0.5183306986430749,0.5443493947478677
P3,0.05634693868816771,0.05627439356449672,0.05084436247624729,0.06233939666868467
P4,0.00041137541523168835,0.00041379292628467305,0.0002742753261512566,0.0006121037315861515
P5,0.0005912271378523465,0.0005968274695293956,0.00044001308892590565,0.0008013502115948287
P6,0.0022071410776596076,0.00221829651477874,0.0019206285221988568,0.002547241076982923
P7,0.05340280752144484,0.05345753736922252,0.050132185296209233,0.057389475881576196
P8,0.04827696784500971,0.04837258013856509,0.04528527007126977,0.05214461637905415
P9,0.032190216079549985,0.03214620682796538,0.02739751050888527,0.03739815086396021
P10,0.024981383602989578,0.024936816571854526,0.021350195319154327,0.028978317252448597
