param,w1,w1_mean,ci_low,ci_high
P1,-0.7389958731204265,-0.7381157643083881,-0.7734180611962339,-0.7000500612126368
P2,-0.040657546537012826,-0.04053293933398496,-0.04929432579061903,-0.03243884113692202
P3,0.00017874133174148465,0.0001765754681667731,-0.001134995914120969,0.001437161999457683
P4,-0.008455904422250245,-0.008441605562295723,-0.009478200199342306,-0.007329357364782469
P5,0.008799149464600448,0.008809814830173323,0.007726211263784786,0.009904104046494033
P6,0.06818551561343338,0.06822326188613474,0.06403524359591618,0.07223756940554542
P7,-0.4856825342302184,-0.4859637072592192,-0.5146957445087307,-0.4570167489432393
P8,-0.45952014187678736,-0.45978187140592236,-0.48773416857957136,-0.4318780576019488
P9,-0.015491319532630653,-0.015464362925537448,-0.01967436093378099,-0.011724190605431959
P10,0.012147993831324665,0.01212024945500805,0.009274357438551508,0.01507883111566127
