eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,17.284180165442315,17.322434888698307,16.599766897685875,18.067906779990345
2,8.948042478680014,8.927858575170541,8.152831965036802,9.669386233283667
3,2.357787904402825,2.3513578574297704,2.0598184833901407,2.664390415971612
4,0.2996165276318673,0.29776976882681727,0.26596824734888985,0.33018302052619986
5,0.00990323819251027,0.009955684041458607,0.008722550956881845,0.011328304434435794
6,0.006165686745788246,0.006261429777483034,0.005457004396625429,0.00717351453097843
7,0.005121606718494215,0.005021494473114193,0.004026436411608935,0.006085708059467067
8,0.0033738038607200034,0.003327452581229037,0.0029593407661874845,0.003723865467494962
9,0.0026808981726652737,0.002608330586521077,0.002261763225781358,0.002962846372970882
10,0.0012194309672144896,0.0011936590211349164,0.001014704126620534,0.0013744741750421406
