eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,20.855773790455796,20.885610633603946,20.047859481178527,21.748694467446928
2,4.908465780565424,4.919191857995268,4.45922657599977,5.429739021322078
3,3.3964883723425494,3.3680341427553238,2.91726508786535,3.805309324514525
4,0.03500565491932714,0.03486440327101034,0.03010354797819083,0.040315771789575794
5,0.006316468868052259,0.0063932280883694,0.0053712727862746225,0.007577742498682971
6,0.004306907334681578,0.004283964197692978,0.0032325400332009996,0.0055398893568844275
7,0.002853695360440863,0.002835661098066485,0.0024486391829009794,0.003269958055936771
8,0.002185271875980118,0.0021522675011903273,0.001880922725587428,0.0024101024458207175
9,0.0017694787261238933,0.0017160824536218064,0.0014854886157708925,0.0019405209228019757
10,0.0009313142131472976,0.0009077668682205135,0.0007755875874856526,0.001056895993870361
