param,sensitivity,boot_mean,ci_low,ci_high
P1,0.438804103781927,0.4388643752853158,0.40526403645772735,0.47075676405995037
P2,0.35821958860774955,0.3580540428883784,0.32737633784106224,0.3893068589981051
P3,0.00024353785665740807,0.0002450682549665864,0.0002028809590181278,0.00029466892700024495
P4,0.00015718276852758585,0.00015744143961266992,0.00014211656362057417,0.00017339735192311833
P5,0.00019806367087149698,0.0001987747787076219,0.00016940590689572035,0.0002307507844035435
P6,0.0019728328396912825,0.0019743416945441797,0.0017196404687912477,0.002227634842219407
P7,0.08292245670526235,0.08300109458122676,0.07295302299972807,0.09353638129293604
P8,0.07275262597469666,0.07282670025446153,0.06385231954985984,0.08219297593989508
P9,0.027493306341147494,0.027456678809516473,0.025282289479651852,0.02987655692091487
P10,0.01723630145346867,0.017221482013270534,0.015922076384987188,0.01858931451080617
