param,w1,w1_mean,ci_low,ci_high
P1,-0.7381067683057081,-0.7372240122827902,-0.7731829026830417,-0.6979011608683702
P2,-0.0718579618302998,-0.07169646809794605,-0.08308752442654982,-0.06097143839364866
P3,0.0004505180878093839,0.00045279701402613454,-0.0007731266993075791,0.0016314400522691797
P4,-0.0076152363145560314,-0.007601670658766038,-0.008552191825048714,-0.006575265888668879
P5,0.008806980776844575,0.008819013971389806,0.007767758120906942,0.009913111254959962
P6,0.06809895813903753,0.06813657636053243,0.06397764949576892,0.07226227005357481
P7,-0.4843226646897166,-0.4845916295151513,-0.5143230568493918,-0.4547267464894185
P8,-0.4581666183721971,-0.45841714729037764,-0.4867607813462918,-0.4299464724599376
P9,-0.021842277312103937,-0.021824224556675716,-0.026399891404223143,-0.017758029098142634
P10,0.017303967789444062,0.017282808208132612,0.014061617943327435,0.020557158419945775
