param,w1,w1_mean,ci_low,ci_high
P1,-0.7703375891983912,-0.7694272699264988,-0.8026179160536214,-0.7337762290107219
P2,-0.10894124832229268,-0.10880414580929325,-0.12458749441125949,-0.09411180619372919
P3,0.00028778385184365156,0.00029381415672293323,-0.0008468357995390962,0.0014582046595381815
P4,-0.0069043572550911226,-0.006892181603534542,-0.0077717872410534876,-0.005972154540490059
P5,0.008288445329883185,0.008305681741011766,0.0071806456547526785,0.009447929001339884
P6,0.06397054389477531,0.06401752079212047,0.05987517796463766,0.06823404982613843
P7,-0.4532641737299671,-0.45360721896219525,-0.48396629615857295,-0.4227296725910314
P8,-0.4285656919863319,-0.42888733431540443,-0.4580867184163058,-0.3998100022154001
P9,-0.029474633189911326,-0.029491888360227637,-0.03495585536581247,-0.024370437008496077
P10,0.022746511043403635,0.022755702755774043,0.01901803552157543,0.02681084871145631
