param,w1,w1_mean,ci_low,ci_high
P1,-0.9381684543851776,-0.9378917689646586,-0.947421170983477,-0.9266292763600712
P2,0.10151416340298476,0.10112527973638497,0.08374738829744553,0.117991668127929
P3,-0.00419275892606467,-0.0041449903642508095,-0.007062349726488842,-0.0009588237476871054
P4,-0.015704762137640986,-0.015684671532504,-0.018189530222424324,-0.013047139971575335
P5,0.005987723903898402,0.006020460707664033,0.003887886345004627,0.008017694865729712
P6,0.026166331236405826,0.02618998744579504,0.02311878650519343,0.029487601003622136
P7,-0.2415488593643604,-0.24181738884853585,-0.2639343664849533,-0.22242917232960335
P8,-0.22388166574725732,-0.22414788273009115,-0.24611159168193084,-0.20482538629230027
P9,-0.005915825695077505,-0.0059736964323200345,-0.011506128752832216,-8.983551562093216e-05
P10,-0.006799162032188443,-0.006747384063602138,-0.010702302802707168,-0.0027616984152233786
