param,w1,w1_mean,ci_low,ci_high
P1,-0.730348924266043,-0.7279847604433057,-0.7909403502967797,-0.6520019487981733
P2,-0.5618706248727389,-0.5619733072450294,-0.6442248679264623,-0.4833371305568134
P3,-0.0036694330112244686,-0.003667115607544772,-0.00546240971013472,-0.001950199908659991
P4,-0.0066806850474263255,-0.006675262824626218,-0.00779652765629243,-0.0056063530576586475
P5,0.004966368977783752,0.005004019918949334,0.003582810670411142,0.006461705112109227
P6,0.04213971426335402,0.0421081482855289,0.0384521250827709,0.0458392383923211
P7,-0.27803860582464635,-0.2777821446232864,-0.30157089238775764,-0.2547213043908409
P8,-0.25983953037156193,-0.25957935264138626,-0.28232730504468756,-0.23762132074718795
P9,-0.05266600669942632,-0.053169432713072236,-0.08261928573403847,-0.025230112224155336
P10,0.03791539217670261,0.038313809140444334,0.016044370020671637,0.061368996757843894
