param,sensitivity,boot_mean,ci_low,ci_high
P1,0.35807839405584646,0.35822162699001286,0.3243149854159769,0.38912281980415386
P2,0.45187110275542547,0.4516574044974741,0.41956351798781033,0.4833155081984651
P3,0.0002687215228321779,0.00027033216976283224,0.000224678665194057,0.0003245131382095247
P4,0.0001944385753683235,0.00019483046741567374,0.00017617183094514256,0.000215201681950869
P5,0.00020518950169843184,0.0002058346721392079,0.00017755851968552733,0.00023746301727548027
P6,0.0017962008700947159,0.001797164240561666,0.00156062237814093,0.00202721074959368
P7,0.07137580288324348,0.07143201936219992,0.06297524682808257,0.08074948996856503
P8,0.062005276762910996,0.062060605578797494,0.054554222966855186,0.07011449312898754
P9,0.03303931853342065,0.033006057714566064,0.030510952544363847,0.03568705924506132
P10,0.021165554539158412,0.02115412430707087,0.01964214236615412,0.02275770513363805
