eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,19.983003463958806,20.017034972419253,19.190774274360948,20.924595689838686
2,4.772328087713848,4.766280741277678,4.282827612884216,5.2768761879962005
3,2.0672202255256837,2.0577266837961603,1.7045685139641789,2.4503579490445113
4,0.017985702149581027,0.017965166377430904,0.014807404460349822,0.021821007987395176
5,0.005745551335757354,0.005831238652954666,0.004884011831552874,0.006952135625676354
6,0.004134315970173707,0.004089118098014179,0.0030534981708316396,0.005289335392048142
7,0.002494514981625894,0.0024845200774879657,0.002122589924971283,0.0029199156115464393
8,0.0019640561322301314,0.0019298715154090738,0.0016831823261824366,0.002168936832966696
9,0.0015979650709761315,0.0015462136420763288,0.0013381138635683051,0.0017506828065589526
10,0.0009092273226822668,0.0008853991809030942,0.0007642260454097064,0.0010149927257849963
