param,sensitivity,boot_mean,ci_low,ci_high
P1,0.7340479272184036,0.7337996763812326,0.7088698746183846,0.757246113201859
P2,0.05903575966270744,0.05886618967459289,0.04894096121195936,0.0704067164628843
P3,0.003097403986596062,0.003084072355739976,0.0024616208866793674,0.003811988339786918
P4,0.0038626083258600638,0.003843403051024762,0.003152643170288185,0.004580308585988452
P5,0.0020581463456512306,0.0020592538980710147,0.0015772660643835242,0.0026124930719963984
P6,0.003892569439598921,0.0038898709290469367,0.0031891779363036822,0.00464120522050406
P7,0.09092865764645869,0.09127302409932808,0.07932203206556142,0.10296634359382954
P8,0.08216919472015431,0.08237164628115964,0.07244668405483445,0.09206775878386987
P9,0.013832158470786378,0.013755056697348295,0.011103841163436361,0.016899305983477907
P10,0.007075574183783084,0.007057806632454782,0.00573712560197499,0.00867421715646026
