eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,1.1937353763293754,1.1943282097203802,1.1085182305867944,1.2827819519156864
2,0.12348989661527532,0.12390741386611169,0.10243014042121655,0.147961665929705
3,0.04538798411207515,0.04509491613631768,0.03657122958390345,0.054714635571233725
4,0.0052041796422399806,0.005165343557753481,0.004379727350821023,0.005974850276100936
5,0.0017905002204249728,0.0018189364042836649,0.0014673289228662888,0.0022563905423775596
6,0.0013955868922920468,0.0013825257003058273,0.00116080349960712,0.001620727099393044
7,0.0010661442914991792,0.0010371837655368285,0.0008183138339791138,0.0012807635345465564
8,0.000719836097034782,0.0006930034334333829,0.0005212109499279716,0.000891338883309064
9,0.0003241909755208162,0.0003271584541126032,0.00028209579319513566,0.00038418409303452353
10,0.0002833404480224265,0.0002580678001722925,0.00017282267780568635,0.00033044023280401824
