eig_idx,eigenvalue,boot_mean,ci_low,ci_high
1,3.1289170940272433,3.129454840909296,2.94224917100086,3.3220903568732933
2,0.3095193513585228,0.3101532353089103,0.2539591127018719,0.3750917667377
3,0.08086988501721436,0.08041287869252023,0.06652750627382674,0.09553888353419068
4,0.011590251254121348,0.011502031222577523,0.00966637381243581,0.01348436901571999
5,0.0021782899153688635,0.002201453183373551,0.0018029583997333138,0.00264485511622063
6,0.0016322155540910651,0.0016134276931501401,0.0013649581961344614,0.001863411258110986
7,0.0011717485187943107,0.0011466640931469922,0.0009174630104312794,0.0013991205211140948
8,0.0008258913802479482,0.0008022586039520432,0.0006365719882310904,0.0009952232148502604
9,0.0004554575726946054,0.00044688515663333104,0.00039150967317750415,0.0005091146649052744
10,0.00031640784444486597,0.0002987816640066813,0.0002161771074749713,0.00039719416258947185
