param,sensitivity,boot_mean,ci_low,ci_high
P1,0.5133008658657748,0.5131164450980241,0.48258741422799933,0.5437222625439123
P2,0.07422990871998673,0.07400393012261518,0.06074578648286493,0.08822119154391751
P3,0.00021207408785281156,0.00021313974455440283,0.0001730796911785034,0.0002550419396756151
P4,0.00014459401013195675,0.00014428040203010064,0.00012816665166255587,0.00015974504731290217
P5,0.00019108420735969284,0.00019186556967390846,0.00016011286583994948,0.00022590652165645474
P6,0.004217552408464889,0.004223495634063269,0.003877148737532906,0.004580129614648368
P7,0.20828948041850645,0.20852724042035803,0.19148823082387617,0.22604027891304526
P8,0.18707873024790278,0.18728724262619814,0.17164579179538308,0.20300735093027458
P9,0.007967696742898512,0.007937946724261593,0.006517659797196716,0.009483222307811495
P10,0.0043680132911221095,0.004354413658220709,0.00359675354969034,0.0051715026488451605
