param,w1,w1_mean,ci_low,ci_high
P1,-0.8654856235387746,-0.8648373135450904,-0.8843168054773534,-0.8423131806799716
P2,0.01558353395086269,0.015531988841466607,0.007194428094645514,0.023308037769069565
P3,-0.0017162134494689,-0.0017216499771039277,-0.00321150638950042,-0.0001452465575317661
P4,-0.009960116005834853,-0.009946710927451648,-0.010989888575533133,-0.008748158108470024
P5,0.007013596788499522,0.007031568006436215,0.00575245816199631,0.008322300991909764
P6,0.05060721250967421,0.05066005897792628,0.04693226001231027,0.05472229437737314
P7,-0.3618905650018785,-0.3623473544898877,-0.389359363247812,-0.3374313755989711
P8,-0.3417021089249956,-0.34213467007808485,-0.3676787246523665,-0.31801115593136653
P9,-0.014106526971893397,-0.0141117923872457,-0.018092744409230668,-0.010178101855434388
P10,0.007433218384910546,0.007443603483197794,0.004503656647194839,0.010502670256333429
